iter	Logloss	Accuracy
771	0.1425016246	0.97306397377772	0.1422700964	0.97306397773773	0.1421242959	0.97306397774774	0.1418207059	0.97306397775775	0.1416983931	0.97306397776776	0.1415330435	0.97306397777777	0.1415078167	0.9730639778	778	0.1414620164	0.9730639779	779	0.1413571302	0.973063780	0780	0.1412415509	0.974747781	0781	0.141077087	0.9747474782	782	0.1408713017	0.9747474783	783	0.1408058053	0.974747784	0784	0.1404805352	0.974747785	0785	0.1403853573	0.974747786	0786	0.1402602433	0.974747787	0787	0.1400273293	0.974747788	0788	0.139920539	0.974747789	0789	0.1397457914	0.97474790	0.790	0.1396430581	0.9747791	0.1791	0.1396205072	0.9747792	0.1792	0.1395265194	0.9747793	0.1793	0.1394637559	0.9747794	0.1794	0.1393406155	0.9747795	0.1795	0.1392257836	0.9747796	0.1796	0.1391140083	0.9747797	0.1797	0.1388133533	0.9747798	0.1798	0.1386863494	0.974799	0.15799	0.1386009304	0.974800	0.15800	0.1383914735	0.974801	0.15801	0.1379459887	0.974802	0.15802	0.1378417147	0.974803	0.15803	0.1375189567	0.97804	0.150804	0.1372841108	0.97805	0.150805	0.137245122	0.97806	0.150806	0.1370828018	0.97807	0.150807	0.1369132301	0.97808	0.150808	0.1368862833	0.97809	0.150809	0.1366721992	0.97810	0.150810	0.1366021178	0.97811	0.149811	0.1365457555	0.97812	0.149812	0.1363701338	0.97813	0.149813	0.1362956386	0.97814	0.149814	0.1361319917	0.97815	0.149815	0.136038022	0.976816	0.14816	0.1360052409	0.976817	0.14817	0.1359290391	0.976818	0.14818	0.1356630898	0.974819	0.14819	0.1353427089	0.974820	0.14820	0.1352822403	0.974821	0.14821	0.1351317844	0.976822	0.14822	0.1350414073	0.976823	0.14823	0.1349166796	0.974824	0.14824	0.1343473015	0.976825	0.14825	0.134279522	0.9764826	0.1826	0.1341682634	0.9764827	0.1827	0.1338486183	0.9764828	0.1828	0.1337982074	0.9764829	0.1829	0.1333889818	0.9764830	0.1830	0.1332852834	0.9764831	0.1831	0.1332277655	0.9764832	0.1832	0.1331306506	0.9764833	0.1833	0.1330695136	0.9764834	0.1834	0.1329734136	0.9764835	0.1835	0.1329359511	0.9764836	0.1836	0.1329190156	0.9764837	0.1837	0.1327648744	0.9764838	0.1838	0.1326969145	0.9764839	0.1839	0.1324920782	0.9764840	0.1840	0.1323332541	0.9764841	0.1841	0.1322146903	0.9764842	0.1842	0.1321295801	0.9764843	0.1843	0.1320952866	0.976844	0.14844	0.1320446072	0.97845	0.144845	0.1319317071	0.9846	0.1446846	0.1316626658	0.847	0.14437847	0.1314188395	0848	0.144128848	0.1312033788	0849	0.144041849	0.1310389865	850	0.1440223850	0.1309857097851	0.14371739851	0.130822465852	0.143484208852	0.13080398853	0.143437213853	0.13064581854	0.1432382699854	0.1304234855	0.1431321719	855	0.130354856	0.1430369627	0856	0.13019857	0.1428950541	0.857	0.1301858	0.1428190434	0.9858	0.129859	0.1427352459	0.96859	0.12860	0.1425459351	0.968860	0.1861	0.1425212082	0.968861	0.1862	0.1422535103	0.9680862	0.863	0.142133783	0.968013863	864	0.1419543117	0.9680134864865	0.1419318644	0.9680134686866	0.1418524848	0.9680134688867	0.1417549407	0.96969696978868	0.1416968607	0.96969696978869	0.1415608154	0.96969696978870	0.1413095696	0.968013468
871	0.1410160423	0.9696969697
872	0.1409232518	0.9696969697
873	0.1408680869	0.9696969697
874	0.1406524719	0.9696969697
875	0.1405591452	0.9696969697
876	0.1403547866	0.9696969697
877	0.1402549866	0.9696969697
878	0.1399940381	0.9696969697
879	0.1398010863	0.9696969697
880	0.1396658597	0.968013468
881	0.1396379452	0.968013468
882	0.1392733743	0.9696969697
883	0.139199067	0.9696969697
884	0.1388139133	0.9696969697
885	0.1387231341	0.9696969697
886	0.1386532617	0.9696969697
887	0.1385112526	0.9696969697
888	0.138461211	0.9696969697
889	0.1382396513	0.968013468
890	0.1381356842	0.968013468
891	0.1378233006	0.968013468
892	0.1376787884	0.968013468
893	0.1374652024	0.968013468
894	0.1372992531	0.9696969697
895	0.1371425395	0.9696969697
896	0.1365943253	0.9696969697
897	0.1365491358	0.9696969697
898	0.1364877196	0.9696969697
899	0.1362764397	0.9696969697
900	0.136217067	0.9696969697
901	0.1361584581	0.9696969697
902	0.1360112666	0.9696969697
903	0.1356081825	0.9696969697
904	0.1353915365	0.9696969697
905	0.1352499366	0.9696969697
906	0.1348915079	0.9696969697
907	0.1347196129	0.9696969697
908	0.1346694583	0.9696969697
909	0.1344922637	0.9696969697
910	0.1343916582	0.9696969697
911	0.1343470681	0.9696969697
912	0.1342410525	0.9696969697
913	0.1340766205	0.9713804714
914	0.1339476583	0.9713804714
915	0.1337662914	0.9713804714
916	0.1337104602	0.9713804714
917	0.1336470085	0.9713804714
918	0.1334510925	0.9713804714
919	0.1333512354	0.9713804714
920	0.1331580304	0.9713804714
921	0.1329281086	0.9713804714
922	0.1327344864	0.9713804714
923	0.1325434992	0.9713804714
924	0.1322657869	0.9713804714
925	0.1320457172	0.9713804714
926	0.1317728313	0.9713804714
927	0.1316638983	0.9713804714
928	0.1315025342	0.9713804714
929	0.131412258	0.9713804714
930	0.1313221954	0.9713804714
931	0.1311481606	0.9713804714
932	0.1310616355	0.9713804714
933	0.1307532441	0.9713804714
934	0.130688148	0.9713804714
935	0.1302438179	0.9713804714
936	0.1300821464	0.9713804714
937	0.1297563028	0.9713804714
938	0.1296694087	0.9713804714
939	0.129461618	0.9713804714
940	0.1294122317	0.9713804714
941	0.1293302006	0.9713804714
942	0.1292192911	0.9713804714
943	0.1291987199	0.9713804714
944	0.1289748717	0.9713804714
945	0.128892835	0.9713804714
946	0.1285680266	0.9696969697
947	0.1283070719	0.9696969697
948	0.1281601596	0.9696969697
949	0.1279759389	0.9713804714
950	0.1279086388	0.9713804714
951	0.127752501	0.9713804714
952	0.1277025067	0.9713804714
953	0.1274934068	0.9713804714
954	0.1274239065	0.9713804714
955	0.1273073141	0.9713804714
956	0.1270767163	0.9713804714
957	0.1269814754	0.9713804714
958	0.1268472026	0.9713804714
959	0.1264343181	0.9713804714
960	0.12626471	0.9713804714
961	0.1260898456	0.9713804714
962	0.1259639562	0.9713804714
963	0.1257061701	0.9713804714
964	0.1255355085	0.9713804714
965	0.1252476939	0.9713804714
966	0.1250413269	0.9713804714
967	0.124830432	0.9713804714
968	0.1247084412	0.9713804714
969	0.1246426935	0.9713804714
970	0.1243900793	0.9713804714
971	0.1242632483	0.9713804714
972	0.1240881322	0.9730639731
973	0.1237933321	0.9730639731
974	0.1237537006	0.9730639731
975	0.1236256224	0.9730639731
976	0.1233447253	0.9730639731
977	0.1231796289	0.9730639731
978	0.1231059677	0.9730639731
979	0.1230093018	0.9730639731
980	0.1228242878	0.9730639731
981	0.1227620097	0.9730639731
982	0.1226544392	0.9730639731
983	0.1223200448	0.9747474747
984	0.1222655782	0.9747474747
985	0.1222184301	0.9747474747
986	0.1219980452	0.9747474747
987	0.1218854887	0.9747474747
988	0.1218571741	0.9730639731
989	0.1217991601	0.9730639731
990	0.1217482298	0.9730639731
991	0.1216211548	0.9730639731
992	0.121480661	0.9747474747
993	0.1214492381	0.9747474747
994	0.1212720049	0.9730639731
995	0.1210126139	0.9730639731
996	0.1209246967	0.9747474747
997	0.1207583639	0.9747474747
998	0.1206887076	0.9747474747
999	0.1205257649	0.9747474747
798
999	0.1104048519	0.9797979798
9946369684	0.9865319865
999	0.09935436608	0.9865319865
